A,B,C,D,E,F,G,H,I,J
165,14,48,48,1,1,0,1,11,3
165,14,12,12,1,2,2,1,7,2
165,14,12,12,1,2,2,0,7,2
165,14,12,12,1,2,2,15,7,2
165,14,12,12,1,2,2,1,7,2
165,296,12,12,1,1,0,11,7,2
165,14,12,12,1,2,2,15,7,2
165,14,12,12,1,2,2,5,7,2
165,14,12,12,1,2,2,8,7,2
165,14,12,12,7,2,2,0,7,2
165,14,12,12,1,2,2,0,7,2
165,14,12,12,1,2,2,0,7,2
165,278,32,32,1,0,1,5,16,1
165,281,35,35,6,1,1,5,17,1
165,146,57,57,1,0,0,12,18,1
165,276,81,81,1,0,1,0,46,1
165,277,10,10,2,2,1,1,26,1
165,317,23,23,9,2,1,14,999,1
165,299,47,47,11,1,1,14,1000,1
165,313,46,46,8,0,1,1,50,1
165,302,4,4,17,1,1,5,117,1
165,224,12,12,1,0,1,0,608,1
165,289,62,62,14,1,1,0,18,1
165,286,44,44,11,1,1,0,1001,1
165,206,31,31,14,2,1,1,844,1
165,287,2,2,1,0,0,7,499,1
165,277,75,75,9,0,1,1,91,1
165,288,3,3,11,1,1,5,6,1
165,320,66,66,1,0,1,5,1002,1
165,260,62,62,9,1,1,0,1003,1
165,263,68,68,17,0,1,1,1,1
165,310,55,55,8,1,0,8,1004,1
165,140,1,1,9,2,1,15,46,1
165,271,51,51,2,1,1,0,1005,1
165,310,48,48,17,1,1,0,695,1
165,271,31,31,1,0,1,1,1,1
165,313,8,8,1,0,1,0,308,1
165,302,32,32,11,1,1,0,794,1
165,286,12,12,5,1,1,2,456,1
165,296,80,80,1,1,0,7,33,1
165,313,37,37,1,1,1,5,49,1
165,302,69,69,2,1,1,14,1006,1
165,299,10,10,11,1,1,8,119,1
165,262,99,99,1,1,1,2,423,1
165,319,10,10,1,0,0,16,1007,1
165,325,31,31,21,0,1,1,339,1
165,240,10,10,8,3,1,13,609,1
165,303,47,47,1,0,0,16,1008,1
165,318,60,60,26,0,1,0,1009,1
165,319,0,0,1,1,1,5,119,1
165,328,4,4,2,1,1,0,33,1
166,270,66,66,1,2,2,1,68,0
166,315,12,12,1,0,0,1,226,0
166,307,2,2,1,1,1,14,46,0
166,319,4,4,1,1,1,5,40,0
166,14,29,29,1,2,2,1,239,0
166,329,48,48,9,0,1,0,46,0
166,330,2,2,6,1,1,12,1010,0
166,14,39,39,1,2,2,15,1011,0
166,297,9,9,1,0,0,2,312,0
166,282,1,1,11,1,1,7,330,0
166,14,12,12,1,2,2,1,202,0
166,309,8,8,1,0,1,0,46,0
166,280,12,12,1,0,0,5,63,0
166,256,38,38,1,0,1,5,1012,0
166,310,3,3,36,0,1,0,33,0
166,266,68,68,17,1,1,5,816,0
166,256,15,15,9,1,1,15,1013,0
166,14,68,68,1,2,2,1,1014,0
166,287,68,68,7,1,1,5,1015,0
166,318,7,7,8,0,1,5,17,0
166,320,12,12,2,1,1,0,1016,0
166,81,89,89,1,1,0,14,17,0
166,331,4,4,8,1,0,0,117,0
166,287,160,160,8,0,1,0,28,0
166,297,41,41,1,1,0,1,7,2
166,240,59,59,2,1,1,8,11,2
166,332,49,49,1,1,0,5,11,2
166,14,12,12,1,2,2,12,7,2
166,14,12,12,1,2,2,0,7,2
166,14,12,12,1,2,2,15,7,2
166,310,3,3,34,2,1,14,7,2
166,321,51,51,1,0,0,1,7,2
166,14,49,49,11,2,1,14,7,2
166,147,9,9,1,0,0,5,7,2
166,333,20,20,2,0,1,15,11,3
166,330,68,68,9,1,1,0,11,3
166,320,32,32,11,0,1,15,11,3
166,334,23,23,6,1,1,8,11,3
166,261,24,24,1,0,1,6,7,3
166,323,3,3,11,0,1,15,11,3
166,14,12,12,1,2,2,5,11,3
166,318,15,15,2,1,1,10,11,3
166,329,15,15,8,0,1,1,11,3
166,299,51,51,2,0,1,15,11,3
166,14,8,8,1,2,0,15,11,3
166,285,10,10,20,1,1,15,11,3
166,287,12,12,10,1,1,15,11,3
166,302,11,11,1,1,0,7,11,3
166,227,23,23,13,1,1,0,11,3
166,315,1,1,14,0,1,1,11,3
166,140,59,59,1,1,0,0,11,3
166,299,20,20,13,0,1,9,11,3
166,14,12,12,1,2,2,21,11,3
166,225,8,8,10,0,1,1,11,3
166,177,44,44,11,0,1,15,11,3
166,323,3,3,1,0,1,15,11,3
166,291,46,46,1,2,1,14,11,3
166,297,18,18,1,1,1,7,11,3
166,318,138,138,14,1,1,21,11,3
166,64,24,24,1,0,0,12,11,3
166,166,0,0,0,0,0,6,11,3
166,14,12,12,1,2,2,15,7,2
166,14,12,12,1,2,2,0,7,2
166,14,12,12,1,2,2,15,7,2
166,14,12,12,1,2,2,14,7,2
166,14,12,12,1,2,2,0,7,2
166,14,12,12,1,2,2,1,7,2
166,14,12,12,1,2,2,1,7,2
166,267,99,99,5,2,1,1,1,1
166,310,12,12,11,1,1,1,689,1
166,14,37,37,1,2,2,1,1017,1
166,330,39,39,17,0,1,15,33,1
166,205,12,12,1,0,1,1,46,1
166,266,23,23,11,1,1,14,1,1
166,307,83,83,11,0,1,1,80,1
166,306,39,39,1,1,1,14,46,1
166,315,12,12,14,1,1,5,595,1
166,291,68,68,9,0,1,1,46,1
166,227,4,4,6,1,1,0,50,1
166,319,75,75,8,0,1,15,117,1
166,313,20,20,13,1,1,0,251,1
166,297,12,12,8,0,2,1,1018,1
166,271,32,32,11,0,1,0,448,1
166,233,46,46,8,0,1,5,18,1
166,307,10,10,11,1,1,0,37,1
166,303,4,4,0,1,1,14,693,1
166,317,32,32,11,0,1,1,1019,1
166,318,7,7,1,0,1,1,68,1
166,200,23,23,11,1,1,5,52,1
166,333,10,10,11,0,1,1,1,1
166,310,44,44,1,0,1,1,17,1
166,317,135,135,9,1,1,14,1020,1
166,14,58,58,1,2,2,14,568,1
166,263,15,15,2,0,1,21,1021,1
166,304,32,32,11,0,1,6,1022,1
166,14,12,12,1,2,2,1,1023,1
166,323,17,17,1,1,1,14,1024,1
167,266,20,20,13,1,0,11,49,0
167,247,31,31,14,0,0,1,365,0
167,310,61,61,1,1,0,8,1025,0
167,320,1,1,14,1,1,0,46,0
167,335,3,3,1,0,1,0,464,0
167,323,12,12,0,1,1,5,33,0
167,310,12,12,0,1,1,5,91,0
167,235,1,1,1,1,1,1,1026,0
167,276,51,51,14,0,1,1,68,0
167,295,1,1,14,1,1,0,46,0
167,333,12,12,2,1,0,11,7,0
167,286,4,4,6,1,1,5,1027,0
167,303,50,50,1,0,0,1,28,0
167,295,15,15,9,1,1,1,1028,0
167,334,15,15,1,0,1,0,92,0
167,315,9,9,7,0,0,12,1029,0
167,296,47,47,11,1,1,0,1030,0
167,336,12,12,1,0,0,1,7,0
167,313,33,33,1,1,1,7,11,2
167,235,1,1,1,1,1,7,11,2
167,14,12,12,1,2,2,2,7,2
167,14,12,12,1,2,2,2,7,2
167,14,12,12,1,2,2,1,7,2
167,14,12,12,1,2,2,1,7,2
167,14,12,12,1,2,2,1,7,2
167,49,68,68,1,2,2,11,7,2
167,14,12,12,1,2,2,7,11,3
167,329,48,48,11,0,1,1,11,3
167,299,1,1,14,1,1,7,11,3
167,251,3,3,2,0,1,15,11,3
167,273,145,145,5,2,2,26,66,3
167,291,18,18,1,0,1,5,11,3
167,320,0,0,1,0,0,12,11,3
167,296,0,0,1,0,0,1,11,3
167,307,64,64,11,0,1,15,11,3
167,302,32,32,0,1,1,11,11,3
167,259,119,119,14,1,1,11,11,3
167,235,14,14,9,1,1,5,11,3
167,14,12,12,1,2,2,8,7,2
167,288,10,10,1,1,1,7,1031,1
167,266,15,15,8,1,1,14,1032,1
167,319,59,59,8,1,1,8,52,1
167,312,61,61,1,0,0,0,1033,1
167,325,6,6,1,0,1,2,555,1
167,319,4,4,9,1,1,2,165,1
167,274,44,44,9,0,1,1,156,1
168,251,68,68,1,0,1,1,1034,0
168,330,21,21,1,1,1,5,66,0
168,224,17,17,1,0,1,0,91,0
168,266,9,9,0,0,1,1,1035,0
168,309,20,20,1,0,0,9,388,0
168,302,12,12,2,1,0,5,40,0
168,299,10,10,11,1,1,14,1036,0
168,313,77,77,9,0,1,0,1037,0
168,239,37,37,0,0,1,1,18,0
168,14,12,12,1,2,2,14,7,2
168,21,44,44,14,1,2,5,7,2
168,14,12,12,1,2,2,14,11,3
168,14,12,12,1,2,2,14,7,2
168,299,8,8,1,1,1,7,1038,1
168,302,60,60,11,0,1,12,26,1
168,14,12,12,1,2,2,1,1039,1
168,284,36,36,0,0,1,1,1,1
168,310,49,49,0,0,0,2,1040,1
169,262,8,8,14,1,1,0,6,0
169,286,39,39,8,1,1,7,1041,0
169,14,12,12,1,2,2,0,11,2
169,14,12,12,1,2,2,0,7,2
169,289,39,39,2,1,1,0,7,2
169,335,21,21,1,0,0,6,7,2
169,299,1,1,8,0,1,15,11,3
169,299,60,60,11,0,1,1,11,3
169,312,9,9,17,1,1,12,11,3
169,277,0,0,0,1,0,7,1042,3
169,238,1,1,14,2,1,5,11,3
169,326,62,62,1,1,1,12,1043,1
169,289,31,31,20,1,1,16,1044,1
169,315,26,26,6,0,0,8,990,1
169,287,1,1,11,1,1,14,1045,1
169,302,2,2,6,2,1,1,1046,1
170,334,1,1,1,1,2,11,49,0
170,277,55,55,1,0,0,6,842,0
170,266,9,9,9,1,1,6,1047,0
170,260,111,111,9,1,1,5,50,0
170,230,75,75,9,0,1,0,1048,0
170,282,28,28,1,0,1,5,690,0
170,288,12,12,1,0,0,6,1,0
170,86,41,41,2,0,0,2,1049,0
170,325,8,8,9,1,1,0,535,0
170,223,7,7,2,1,1,5,1050,0
170,230,50,50,1,0,1,0,18,0
170,14,50,50,2,2,1,0,1051,0
170,240,8,8,1,1,1,0,18,0
170,251,53,53,5,1,1,5,239,0
170,14,135,135,6,2,1,5,1052,0
170,315,1,1,1,1,0,0,40,0
170,291,2,2,1,0,1,1,624,0
170,271,12,12,1,0,0,5,39,0
170,299,51,51,8,1,1,5,672,0
170,235,41,41,8,1,0,7,1053,0
170,286,53,53,9,0,1,5,1054,0
170,330,4,4,12,0,1,0,6,0
170,299,26,26,6,1,1,12,1055,0
170,337,72,72,6,1,0,11,28,0
170,195,99,99,5,1,1,0,46,0
170,136,119,119,1,0,0,0,28,0
170,317,31,31,1,0,1,1,1056,0
170,317,51,51,14,1,1,7,1057,0
170,282,24,24,1,1,1,5,1058,0
170,337,8,8,2,1,1,11,119,0
170,338,21,21,9,0,0,1,7,0
170,307,10,10,1,0,1,1,46,0
170,325,0,0,1,0,0,1,1,0
170,260,12,12,8,1,1,0,435,0
170,262,12,12,1,0,0,1,46,0
170,299,46,46,1,1,1,0,28,0
170,152,6,6,11,2,0,15,33,0
170,312,68,68,5,0,1,1,18,0
170,277,39,39,8,1,1,0,1059,0
170,243,34,34,1,0,0,0,258,0
170,299,119,119,1,1,1,0,121,0
170,302,12,12,5,0,1,1,129,0
170,320,8,8,10,1,0,11,68,0
170,339,7,7,7,0,1,1,1,0
170,295,40,40,9,0,1,0,64,0
170,14,12,12,1,2,2,5,7,2
170,14,12,12,1,2,2,5,7,2
170,312,4,4,6,1,1,0,11,2
170,14,12,12,1,2,2,0,7,2
170,14,58,58,6,2,1,1,7,2
170,14,12,12,1,2,2,1,7,2
170,14,12,12,1,2,2,1,7,2
170,14,23,23,2,2,1,1,7,2
170,14,12,12,1,2,2,15,7,2
170,14,12,12,1,2,2,12,7,2
170,14,12,12,1,2,2,1,7,2
170,331,54,54,11,1,1,5,7,2
170,14,12,12,1,2,2,8,7,2
170,14,12,12,1,2,2,8,7,2
170,313,32,32,2,1,1,1,11,2
170,14,12,12,1,2,2,15,11,2
170,14,12,12,1,2,2,15,7,2
170,14,12,12,1,2,2,0,7,2
170,14,12,12,1,2,2,1,7,2
170,117,4,4,1,1,1,12,7,2
170,309,23,23,21,0,1,15,11,3
170,221,7,7,11,0,1,1,11,3
170,303,12,12,9,1,1,0,11,3
170,313,32,32,2,0,1,15,11,3
170,299,68,68,13,1,1,7,1060,3
170,288,33,33,1,0,0,1,11,3
170,278,37,37,0,1,1,0,7,3
170,317,81,81,6,0,1,15,11,3
170,325,48,48,6,0,1,15,11,3
170,315,60,60,11,1,1,12,1061,3
170,14,12,12,1,2,2,12,11,3
170,237,12,12,9,1,1,15,11,3
170,282,6,6,5,0,1,1,29,3
170,326,10,10,11,0,1,15,11,3
170,337,12,12,8,1,0,7,11,3
170,323,2,2,1,0,2,0,11,3
170,273,69,69,10,0,1,15,11,3
170,321,138,138,25,1,0,2,7,3
170,304,12,12,1,1,0,7,11,3
170,299,35,35,11,1,1,12,11,3
170,311,9,9,1,1,0,2,11,3
170,304,44,44,8,0,2,6,11,3
170,299,80,80,1,3,2,1,141,3
170,320,12,12,1,0,0,5,11,3
170,330,23,23,1,0,1,15,11,3
170,38,72,72,11,2,0,15,11,3
170,340,41,41,2,0,0,12,11,3
170,213,10,10,1,0,0,6,11,3
170,291,47,47,1,0,0,0,11,3
170,304,9,9,1,0,1,1,11,3
170,326,129,129,1,0,0,1,11,3
170,291,12,12,5,0,1,1,11,3
170,312,161,161,0,1,1,12,1062,3
170,307,46,46,8,0,1,1,11,3
170,313,23,23,9,1,1,0,11,3
170,271,77,77,11,1,1,0,11,3
170,14,12,12,1,2,2,1,11,3
170,276,12,12,1,0,1,0,7,2
170,304,12,12,1,0,1,1,7,2
170,14,12,12,1,2,2,0,7,2
170,251,12,12,1,0,1,0,7,2
170,306,10,10,1,1,1,0,7,2
170,331,12,12,1,0,1,15,7,2
170,14,12,12,1,2,2,15,7,2
170,14,12,12,1,2,2,0,7,2
170,14,12,12,1,2,2,1,7,2
170,14,12,12,1,2,2,1,7,2
170,286,12,12,1,1,1,0,7,2
170,14,12,12,1,2,2,1,7,2
170,323,47,47,18,0,1,0,26,1
170,286,31,31,1,0,1,0,60,1
170,3,39,39,8,1,1,0,568,1
170,281,88,88,1,1,1,0,1063,1
170,302,49,49,0,1,1,0,281,1
170,317,66,66,0,1,1,12,1064,1
170,235,90,90,10,1,1,0,1044,1
170,312,12,12,1,0,1,5,257,1
170,334,8,8,11,1,1,0,1065,1
170,329,12,12,1,0,1,0,66,1
170,321,60,60,5,0,1,1,1,1
170,295,10,10,1,0,0,16,1066,1
170,140,56,56,5,0,1,1,42,1
170,278,4,4,0,1,1,0,18,1
170,271,39,39,17,1,1,0,514,1
170,304,74,74,9,0,1,1,1,1
170,318,68,68,17,0,1,0,695,1
170,329,31,31,1,1,1,8,1067,1
170,319,90,90,1,1,1,7,419,1
170,320,8,8,11,1,1,0,17,1
170,286,7,7,2,1,1,12,1068,1
170,277,9,9,1,2,2,12,1069,1
170,323,9,9,1,0,0,6,1070,1
170,334,0,0,0,1,1,0,1071,1
170,267,80,80,6,0,1,1,230,1
170,270,31,31,2,1,1,7,59,1
170,295,37,37,1,0,1,1,46,1
170,149,20,20,13,1,1,12,1072,1
170,120,15,15,37,0,0,6,1073,1
170,282,39,39,1,0,1,1,1,1
170,260,11,11,5,1,1,7,1,1
170,341,48,48,6,1,1,0,28,1
170,285,1,1,14,0,1,12,66,1
170,295,8,8,1,0,1,1,18,1
170,280,23,23,5,1,1,0,33,1
170,233,10,10,1,0,0,7,448,1
170,270,47,47,1,0,0,6,1074,1
170,224,90,90,6,1,1,6,1075,1
171,213,32,32,1,0,1,0,1076,0
171,223,68,68,1,2,1,1,1077,0
171,333,119,119,1,0,1,0,6,0
171,323,153,153,1,0,1,5,1078,0
171,14,12,12,1,2,1,5,202,0
171,286,18,18,1,0,0,7,235,0
171,295,12,12,1,0,0,6,1079,0
171,284,1,1,1,1,1,11,877,0
171,14,12,12,1,2,2,11,54,0
171,256,12,12,11,1,1,5,122,0
171,323,46,46,1,1,1,1,133,0
171,333,1,1,1,1,0,5,1,0
171,321,62,62,1,1,1,5,33,0
171,312,34,34,1,0,1,5,1080,0
171,342,15,15,1,0,0,0,50,0
171,333,32,32,4,1,1,7,1,0
171,14,12,12,1,2,0,0,339,0
171,37,162,162,11,0,1,0,1,0
171,14,12,12,1,2,2,1,7,2
171,307,48,48,1,1,1,11,11,2
171,14,12,12,1,2,2,0,7,2
171,84,2,2,1,0,0,6,11,2
171,14,12,12,1,2,2,5,7,2
171,14,12,12,1,2,2,0,11,2
171,278,12,12,6,0,1,1,11,3
171,278,31,31,1,0,1,5,11,3
171,286,119,119,1,1,1,0,11,3
171,321,12,12,1,0,1,1,7,3
171,326,13,13,1,1,0,7,11,3
171,14,23,23,1,2,2,1,11,3
171,326,4,4,12,1,0,8,11,3
171,256,12,12,9,1,1,12,11,3
171,287,89,89,1,0,1,1,11,3
171,343,31,31,1,2,2,6,11,3
171,223,46,46,1,2,1,1,7,3
171,14,12,12,1,2,2,7,11,3
171,288,48,48,1,0,1,1,11,3
171,214,48,48,1,1,0,16,59,3
171,285,0,0,11,1,1,7,11,3
171,304,12,12,1,0,1,1,11,3
171,284,1,1,1,1,1,0,11,3
171,295,31,31,1,0,1,5,11,3
171,313,12,12,1,1,1,7,7,2
171,326,12,12,1,1,1,0,7,2
171,14,12,12,1,2,2,1,7,2
171,312,12,12,1,0,1,1,7,2
171,213,12,12,1,1,1,0,7,2
171,267,12,12,6,0,1,5,7,2
171,243,12,12,1,1,1,5,7,2
171,317,12,12,1,1,1,0,7,2
171,307,12,12,1,1,1,0,7,2
171,313,12,12,1,0,1,0,7,2
171,333,59,59,1,0,0,1,1081,1
171,333,68,68,2,1,1,12,594,1
171,14,12,12,1,2,2,5,1082,1
171,317,26,26,1,1,1,0,1083,1
171,14,12,12,1,2,2,1,396,1
171,303,24,24,1,0,1,5,641,1
171,117,1,1,8,1,1,5,6,1
171,267,31,31,2,0,1,0,92,1
171,256,46,46,1,1,1,5,17,1
171,271,1,1,8,2,1,1,618,1
171,244,3,3,1,1,1,0,46,1
171,299,68,68,13,1,1,6,1084,1
171,312,15,15,5,1,1,7,1085,1
171,312,60,60,1,1,1,0,1086,1
171,319,15,15,1,2,1,12,59,1
171,326,41,41,2,1,1,12,59,1
171,289,51,51,0,1,1,0,70,1
171,323,21,21,8,0,1,1,1,1
171,278,31,31,9,0,1,1,33,1
171,315,15,15,1,1,0,0,1087,1
171,37,68,68,1,2,1,1,1088,1
171,273,15,15,9,1,1,6,1089,1
172,321,1,1,1,0,1,19,1090,0
172,344,75,75,1,0,1,1,1,0
172,261,66,66,1,0,1,1,33,0
172,202,12,12,1,1,0,0,1091,0
172,286,83,83,1,0,1,1,92,0
172,313,147,147,1,0,1,0,7,0
172,323,54,54,1,1,0,7,1092,0
172,331,68,68,1,0,1,1,52,0
172,14,12,12,1,2,2,1,369,0
172,285,21,21,1,0,1,1,1,0
172,329,3,3,1,1,1,0,381,0
172,334,12,12,1,0,0,5,226,0
172,230,12,12,11,0,1,6,1093,0
172,309,46,46,1,1,1,5,66,0
172,216,68,68,1,0,1,0,1094,0
172,310,14,14,6,1,1,15,92,0
172,276,12,12,1,1,1,0,1015,0
172,333,4,4,1,0,1,5,52,0
172,315,12,12,14,1,1,7,122,0
172,14,12,12,1,2,2,0,7,2
172,14,12,12,1,2,1,15,7,2
172,14,12,12,1,2,2,1,7,2
172,345,31,31,20,0,0,1,11,3
172,313,48,48,1,1,1,12,11,3
172,302,39,39,34,1,1,0,11,3
172,256,9,9,9,0,0,6,11,3
172,310,77,77,1,1,1,5,11,3
172,262,20,20,1,2,1,1,11,3
172,313,12,12,9,0,1,1,11,3
172,307,39,39,8,0,1,15,33,3
172,14,12,12,1,2,2,1,7,3
172,315,1,1,11,0,1,1,11,3
172,296,8,8,6,1,0,12,11,3
172,14,12,12,1,2,2,12,11,3
172,335,146,146,9,1,1,6,11,3
172,140,89,89,5,0,1,1,11,3
172,14,12,12,1,2,2,1,11,3
172,14,12,12,1,2,2,1,7,2
172,330,12,12,1,1,1,5,7,2
172,14,12,12,1,2,2,5,7,2
172,323,12,12,1,0,1,5,7,2
172,14,12,12,1,2,2,12,7,2
172,14,12,12,1,2,2,0,7,2
172,140,89,89,1,0,1,1,7,2
172,14,12,12,1,2,2,1,7,2
172,14,12,12,1,2,2,1,7,2
172,331,7,7,11,1,1,0,1095,1
172,346,46,46,8,2,1,5,595,1
172,331,2,2,1,1,1,7,1096,1
172,196,0,0,1,1,2,0,1097,1
172,329,67,67,2,1,1,10,66,1
172,333,54,54,1,1,1,5,154,1
172,312,4,4,0,0,1,1,46,1
173,291,10,10,1,1,1,8,83,0
173,266,50,50,0,1,1,0,156,0
173,342,10,10,1,1,1,5,1098,0
173,346,9,9,1,0,0,1,1,0
173,320,1,1,1,1,1,8,52,0
173,207,34,34,6,1,0,11,83,0
173,14,1,1,1,2,2,1,651,0
173,318,75,75,9,1,1,5,1099,0
173,138,48,48,1,0,0,0,1,0
173,297,37,37,13,0,1,1,801,0
173,243,50,50,9,0,1,0,37,0
173,310,26,26,0,0,1,1,1100,0
173,14,12,12,1,2,2,12,7,2
173,326,163,163,1,0,1,5,11,3
173,280,50,50,1,1,1,5,11,3
173,330,8,8,1,1,1,12,83,3
173,266,31,31,14,1,2,0,11,3
173,222,40,40,1,0,0,1,11,3
173,278,31,31,1,0,1,1,33,3
173,281,31,31,11,0,1,1,11,3
173,227,1,1,21,1,1,5,11,3
173,297,12,12,1,0,1,14,7,2
173,14,12,12,1,0,1,14,7,2
173,313,4,4,11,0,1,1,1,1
173,14,10,10,1,2,0,8,448,1
173,307,54,54,2,1,1,14,690,1
173,317,2,2,8,0,1,0,1101,1
173,229,54,54,6,0,1,1,128,1
173,240,39,39,8,1,1,12,281,1
173,280,82,82,9,1,1,0,689,1
173,291,88,88,0,0,1,1,50,1
173,14,15,15,1,2,2,1,42,1
173,266,61,61,10,0,1,0,430,1
173,326,31,31,5,0,1,1,1,1
173,299,34,34,13,1,1,12,1102,1
173,312,39,39,8,1,2,0,1103,1
173,329,39,39,8,1,1,5,555,1
174,14,0,0,1,2,2,5,33,0
174,323,32,32,1,1,1,12,1104,0
174,14,12,12,1,2,2,5,7,2
174,319,31,31,11,1,1,5,11,3
174,185,12,12,1,0,0,6,7,2
174,271,54,54,6,1,1,0,25,1
174,326,74,74,1,1,1,5,618,1
174,299,23,23,5,1,1,5,6,1
174,251,0,0,1,1,0,5,71,1
174,14,10,10,1,2,0,5,1105,1
174,333,137,137,2,1,1,12,1106,1
175,321,4,4,1,1,1,14,1107,0
175,347,31,31,11,0,1,1,188,0
175,315,44,44,2,1,1,0,608,0
175,311,12,12,0,1,1,5,28,0
175,330,50,50,1,0,1,0,1108,0
175,303,4,4,6,0,1,0,1109,0
175,280,9,9,9,0,1,1,235,0
175,299,90,90,1,1,1,0,1110,0
175,3,12,12,8,0,2,0,1111,0
175,326,68,68,9,2,2,0,1112,0
175,317,20,20,2,1,1,5,1113,0
175,320,61,61,1,1,1,0,251,0
175,237,12,12,11,0,0,0,974,0
175,289,37,37,1,1,1,5,68,0
175,346,3,3,0,1,1,7,1114,0
175,315,23,23,6,0,1,0,539,0
175,311,115,115,1,0,1,1,52,0
175,286,82,82,9,0,2,12,252,0
175,346,12,12,1,1,1,12,1115,0
175,14,44,44,1,2,0,12,40,0
175,282,46,46,9,0,1,5,18,0
175,286,12,12,6,0,1,1,464,0
175,337,0,0,0,1,1,15,46,0
175,14,12,12,1,2,2,15,40,0
175,311,40,40,9,0,1,1,1,0
175,346,3,3,1,1,1,1,251,0
175,154,4,4,9,0,0,1,18,0
175,240,3,3,1,1,0,11,52,0
175,302,12,12,1,2,2,12,11,2
175,330,49,49,0,1,0,12,7,2
175,14,12,12,1,2,2,0,7,2
175,280,99,99,6,1,1,7,11,2
175,333,12,12,1,0,1,5,7,2
175,325,21,21,9,0,0,6,11,3
175,291,21,21,2,1,1,5,1116,3
175,14,39,39,17,1,2,7,11,3
175,307,12,12,1,1,1,0,11,3
175,337,0,0,1,2,1,18,11,3
175,310,41,41,2,0,1,15,11,3
175,330,12,12,11,0,2,1,11,3
175,311,31,31,11,0,1,1,11,3
175,307,32,32,1,0,1,15,11,3
175,317,12,12,11,0,1,15,11,3
175,14,12,12,1,2,2,7,11,3
175,346,12,12,1,2,1,14,11,3
175,288,9,9,1,1,0,5,11,3
175,320,12,12,1,1,1,12,11,3
175,334,15,15,9,2,2,15,11,3
175,342,20,20,2,1,1,0,11,3
175,307,32,32,9,0,2,1,1,3
175,14,28,28,1,2,2,5,11,3
175,222,164,164,1,3,2,8,11,3
175,344,12,12,1,0,0,8,7,2
175,334,12,12,11,1,1,5,7,2
175,320,12,12,1,1,1,7,7,2
175,267,12,12,6,0,1,1,7,2
175,14,12,12,1,2,2,8,7,2
175,323,90,90,1,1,1,0,1117,1
175,318,16,16,8,1,1,0,629,1
175,203,39,39,8,0,1,19,1118,1
175,295,12,12,9,0,2,1,68,1
175,240,9,9,1,1,0,7,49,1
175,263,9,9,1,0,1,14,17,1
175,323,68,68,9,1,1,0,18,1
175,270,49,49,0,1,1,0,1015,1
175,337,37,37,5,1,1,5,1119,1
175,297,23,23,1,1,1,5,608,1
175,289,7,7,10,1,1,7,59,1
175,321,12,12,9,2,1,5,618,1
175,14,12,12,1,1,1,0,6,1
175,344,48,48,6,1,1,8,611,1
175,335,3,3,11,0,1,6,491,1
175,315,31,31,1,1,1,14,314,1
175,344,8,8,8,0,1,15,1120,1
175,348,24,24,1,0,0,6,1121,1
175,229,4,4,1,0,1,0,1122,1
175,261,31,31,2,0,1,1,1123,1
175,337,16,16,6,0,1,1,185,1
175,320,1,1,11,0,1,0,1124,1
175,315,41,41,2,0,2,1,6,1
175,237,61,61,8,0,1,5,40,1
175,335,8,8,2,0,1,1,1,1
175,315,12,12,1,0,1,1,237,1
175,321,7,7,6,0,1,5,1125,1
175,326,0,0,1,1,1,6,1126,1
175,304,119,119,14,1,1,5,66,1
175,334,88,88,1,1,2,10,59,1
176,276,89,89,9,1,1,8,1127,0
176,270,0,0,0,0,1,12,308,0
176,330,32,32,1,0,1,1,1,0
176,256,3,3,2,1,1,0,1128,0
176,296,4,4,2,0,1,0,794,0
176,266,29,29,1,0,0,1,46,0
176,256,7,7,1,0,1,14,172,0
176,14,12,12,1,2,2,1,251,0
176,341,3,3,2,1,1,7,1,0
176,344,8,8,1,0,0,0,17,0
176,333,47,47,11,1,1,5,52,0
176,276,12,12,8,0,0,8,250,0
176,344,59,59,1,1,0,5,29,0
176,289,15,15,1,1,1,5,365,0
176,326,8,8,1,0,0,0,63,0
176,14,12,12,1,2,2,5,7,0
176,284,44,44,10,0,1,8,435,0
176,335,70,70,1,0,0,6,1129,0
176,206,12,12,1,0,1,0,59,0
176,261,1,1,0,0,1,1,1130,0
176,310,51,51,9,0,0,5,52,0
176,330,17,17,1,0,0,0,816,0
176,334,7,7,2,1,1,7,1131,0
176,326,61,61,0,0,1,12,1132,0
176,321,64,64,2,0,1,14,118,0
176,323,19,19,1,1,1,7,63,0
176,256,64,64,1,0,1,14,1133,0
176,228,35,35,0,0,0,1,152,0
176,14,12,12,1,2,2,1,122,0
176,303,65,65,2,1,1,0,1134,0
176,320,10,10,11,2,1,5,0,0
176,326,10,10,1,0,1,0,189,0
176,310,19,19,1,1,0,5,63,0
176,307,24,24,1,1,1,0,63,0
176,207,4,4,1,1,0,7,1135,0
176,331,12,12,2,1,1,14,257,0
176,297,46,46,8,0,1,15,235,0
176,348,77,77,11,0,1,12,1136,0
176,223,29,29,5,0,1,0,111,0
176,284,59,59,1,1,0,7,7,2
176,14,12,12,1,2,2,12,11,2
176,213,9,9,9,1,1,6,11,2
176,14,12,12,1,2,2,7,7,2
176,14,12,12,1,2,2,8,7,2
176,14,12,12,1,2,2,0,7,2
176,14,12,12,1,2,2,5,7,2
176,335,4,4,1,1,1,7,1137,3
176,202,21,21,9,0,1,15,11,3
176,330,68,68,1,1,1,0,11,3
